Tytuł,Autor,Autor (po nazwisku),Tłumacz,Okładka,Data emisji,Opis audycji,Link
Opowiadania bizarne,Olga Tokarczuk,Tokarczuk Olga,(brak danych),https://static.prsa.pl/images/02be86e5-ab3b-4eb3-b32b-d47b57bd9d3f.jpg?format=500,2018-05-05,"Opowiadania bizarne, czyli co sądzić o nowej Tokarczuk","https://www.polskieradio.pl/8/2827/Artykul/2111621,opowiadania-bizarne-czyli-co-sadzic-o-nowej-tokarczuk"
Świństwo (Truizmy),Marie Darrieussecq,Darrieussecq Marie,Barbara Walicka,https://static.prsa.pl/images/cb624723-c3db-49ce-8d8b-9ec9c19f1e41.jpg?format=500,2018-04-21,Świństwo (Truizmy) i Norma - dwa feministyczne manifesty,"https://www.polskieradio.pl/8/2827/Artykul/2096593,swinstwo-truizmy-i-norma-dwa-feministyczne-manifesty"
Norma,Sofi Oksanen,Oksanen Sofi,(nie znaleziono),https://static.prsa.pl/images/cb624723-c3db-49ce-8d8b-9ec9c19f1e41.jpg?format=500,2018-04-21,Świństwo (Truizmy) i Norma - dwa feministyczne manifesty,"https://www.polskieradio.pl/8/2827/Artykul/2096593,swinstwo-truizmy-i-norma-dwa-feministyczne-manifesty"
Trudne światło,Tomas Gonzalez,Gonzalez Tomas,(nie znaleziono),https://static.prsa.pl/images/2df2bf03-af0a-4f00-bbeb-7e7f4e6d0227.jpg?format=500,2018-04-08,"Debiut Fuentesa, czyli przepis na literaturę latynoamerykańską","https://www.polskieradio.pl/8/2827/Artykul/2089037,debiut-fuentesa-czyli-przepis-na-literature-latynoamerykanska"
Kraina najczystszego powietrza,Carlos Fuentes,Fuentes Carlos,Teresa Marzyńska,https://static.prsa.pl/images/2df2bf03-af0a-4f00-bbeb-7e7f4e6d0227.jpg?format=500,2018-04-08,"Debiut Fuentesa, czyli przepis na literaturę latynoamerykańską","https://www.polskieradio.pl/8/2827/Artykul/2089037,debiut-fuentesa-czyli-przepis-na-literature-latynoamerykanska"
Czym jest człowiek,David Szalay,Szalay David,Jędrzej Polak,https://static.prsa.pl/images/39b058fa-ea12-4a2a-8ef5-cdfb8740ebe5.jpg?format=500,2018-03-18,Proza Fleur Jaeggy. To opowieści o toksyczności życia,"https://www.polskieradio.pl/8/2827/Artykul/2066253,proza-fleur-jaeggy-to-opowiesci-o-toksycznosci-zycia"
Jestem bratem NN,Fleur Jaeggy,Jaeggy Fleur,Monika Woźniak,https://static.prsa.pl/images/39b058fa-ea12-4a2a-8ef5-cdfb8740ebe5.jpg?format=500,2018-03-18,Proza Fleur Jaeggy. To opowieści o toksyczności życia,"https://www.polskieradio.pl/8/2827/Artykul/2066253,proza-fleur-jaeggy-to-opowiesci-o-toksycznosci-zycia"
Życie Adelki,Adelajda Truścińska,Truścińska Adelajda,(brak danych),https://static.prsa.pl/images/bfb47bbf-1265-4d93-85d9-35d9b81486d8.jpg?format=500,2018-03-03,"Góra miłości, czyli studium rodzinnej tajemnicy","https://www.polskieradio.pl/8/2827/Artykul/2043742,gora-milosci-czyli-studium-rodzinnej-tajemnicy"
Góra miłości,Jarosław Maślanek,Maślanek Jarosław,(brak danych),https://static.prsa.pl/images/bfb47bbf-1265-4d93-85d9-35d9b81486d8.jpg?format=500,2018-03-03,"Góra miłości, czyli studium rodzinnej tajemnicy","https://www.polskieradio.pl/8/2827/Artykul/2043742,gora-milosci-czyli-studium-rodzinnej-tajemnicy"
Legendy o samobójstwie,David Vann,Vann David,(nie znaleziono),https://static.prsa.pl/images/14cee656-4afb-41b5-a073-eb5912cd7d51.jpg?format=500,2018-02-17,"Za dużo alegorii, za mało kalorii. Czytamy Coetzeego","https://www.polskieradio.pl/8/2827/Artykul/2027136,za-duzo-alegorii-za-malo-kalorii-czytamy-coetzeego"
Lata szkolne Jezusa,J.M Coetzee,Coetzee J.M,(nie znaleziono),https://static.prsa.pl/images/14cee656-4afb-41b5-a073-eb5912cd7d51.jpg?format=500,2018-02-17,"Za dużo alegorii, za mało kalorii. Czytamy Coetzeego","https://www.polskieradio.pl/8/2827/Artykul/2027136,za-duzo-alegorii-za-malo-kalorii-czytamy-coetzeego"
Złota pogoda,Yukio Mishima,Mishima Yukio,(nie znaleziono),https://static.prsa.pl/images/8db1a1b3-2c84-4ca4-9c9b-8af54f0becd4.jpg?format=500,2018-02-02,Człowiek tygrys. Szekspirowska tragedia naznaczona fatalizmem,"https://www.polskieradio.pl/8/2827/Artykul/2017239,czlowiek-tygrys-szekspirowska-tragedia-naznaczona-fatalizmem"
Człowiek tygrys,Eka Kurniawan,Kurniawan Eka,Jędrzej Polak,https://static.prsa.pl/images/8db1a1b3-2c84-4ca4-9c9b-8af54f0becd4.jpg?format=500,2018-02-02,Człowiek tygrys. Szekspirowska tragedia naznaczona fatalizmem,"https://www.polskieradio.pl/8/2827/Artykul/2017239,czlowiek-tygrys-szekspirowska-tragedia-naznaczona-fatalizmem"
Instrukcja dla pań sprzątających,Lucia Berlin,Berlin Lucia,Dobromiła Jankowska,https://static.prsa.pl/images/9bc51782-92af-44d8-87c7-0435f722d54f.jpg?format=500,2018-01-20,Ameryka w prozie Lucii Berlin i Paula Beattyego,"https://www.polskieradio.pl/8/2827/Artykul/1998661,ameryka-w-prozie-lucii-berlin-i-paula-beattyego"
Sprzedawczyk,Paul Beatty,Beatty Paul,Piotr Tarczyński,https://static.prsa.pl/images/9bc51782-92af-44d8-87c7-0435f722d54f.jpg?format=500,2018-01-20,Ameryka w prozie Lucii Berlin i Paula Beattyego,"https://www.polskieradio.pl/8/2827/Artykul/1998661,ameryka-w-prozie-lucii-berlin-i-paula-beattyego"
Najlepsza książka roku 2017 powstała 70 lat temu?,(brak danych),danych) (brak,(nie znaleziono),https://static.prsa.pl/images/78ecaf19-ac20-4032-b170-f366885bae8b.jpg?format=500,2018-01-08,Najlepsza książka roku 2017 powstała 70 lat temu?,"https://www.polskieradio.pl/8/2827/Artykul/1983850,najlepsza-ksiazka-roku-2017-powstala-70-lat-temu"
Zapadła dziura Bone Gap,Laura Ruby,Ruby Laura,Maria Smulewska-Dziadosz,https://static.prsa.pl/images/3c8d1146-b114-46b0-be02-4cf3ea9ad5ac.jpg?format=500,2017-12-22,"Książki o dziewczynach, ale czy tylko dla dziewczyn?","https://www.polskieradio.pl/8/2827/Artykul/1964514,ksiazki-o-dziewczynach-ale-czy-tylko-dla-dziewczyn"
"Z Bożej łaski Jadwiga, król",Zuzanna Orlińska,Orlińska Zuzanna,(brak danych),https://static.prsa.pl/images/3c8d1146-b114-46b0-be02-4cf3ea9ad5ac.jpg?format=500,2017-12-22,"Książki o dziewczynach, ale czy tylko dla dziewczyn?","https://www.polskieradio.pl/8/2827/Artykul/1964514,ksiazki-o-dziewczynach-ale-czy-tylko-dla-dziewczyn"
Żółwie aż do końca,John Green,Green John,Iwona Michałowska-Gabrych,https://static.prsa.pl/images/3c8d1146-b114-46b0-be02-4cf3ea9ad5ac.jpg?format=500,2017-12-22,"Książki o dziewczynach, ale czy tylko dla dziewczyn?","https://www.polskieradio.pl/8/2827/Artykul/1964514,ksiazki-o-dziewczynach-ale-czy-tylko-dla-dziewczyn"
Jak zawsze,Zygmunt Miłoszewski,Miłoszewski Zygmunt,(nie znaleziono),https://static.prsa.pl/images/f117c1a4-5a2b-436d-9b0a-a4819c081f4b.jpg?format=500,2017-12-09,Nowy Miłoszewski marnuje swój potencjał,"https://www.polskieradio.pl/8/2827/Artykul/1952731,nowy-miloszewski-marnuje-swoj-potencjal"
Robinson z Bolechowa,Maciej Płaza,Płaza Maciej,(nie znaleziono),https://static.prsa.pl/images/85531d06-ca44-4243-8314-beb5a22d9a67.jpg?format=500,2017-11-26,Płaza zaczyna jak Reymont skrzyżowany z McCarthym,"https://www.polskieradio.pl/8/2827/Artykul/1933453,plaza-zaczyna-jak-reymont-skrzyzowany-z-mccarthym"
Nieczułość,Martyna Bunda,Bunda Martyna,(brak danych),https://static.prsa.pl/images/85531d06-ca44-4243-8314-beb5a22d9a67.jpg?format=500,2017-11-26,Płaza zaczyna jak Reymont skrzyżowany z McCarthym,"https://www.polskieradio.pl/8/2827/Artykul/1933453,plaza-zaczyna-jak-reymont-skrzyzowany-z-mccarthym"
Zapach kobiety,Agneta Pleijel,Pleijel Agneta,(nie znaleziono),https://static.prsa.pl/images/4c46b690-ba34-4b43-b38f-f492419337bf.jpg?format=500,2017-11-14,Poliglotyczni kochankowie. Miłość vs. postmodernizm,"https://www.polskieradio.pl/8/2827/Artykul/1922963,poliglotyczni-kochankowie-milosc-vs-postmodernizm"
Poliglotyczni kochankowie,Lina Wolff,Wolff Lina,Dominika Górecka,https://static.prsa.pl/images/4c46b690-ba34-4b43-b38f-f492419337bf.jpg?format=500,2017-11-14,Poliglotyczni kochankowie. Miłość vs. postmodernizm,"https://www.polskieradio.pl/8/2827/Artykul/1922963,poliglotyczni-kochankowie-milosc-vs-postmodernizm"
Ludzie na drzwiach,Hanyia Yanagihara,Yanagihara Hanyia,(nie znaleziono),https://static.prsa.pl/images/8e8df0cc-7475-4818-a940-fc9002e33185.jpg?format=500,2017-10-29,"Barnes zbyt angielski, by pisać o Szostakowiczu?","https://www.polskieradio.pl/8/2827/Artykul/1900986,barnes-zbyt-angielski-by-pisac-o-szostakowiczu"
Zgiełk czasu,Julian Barnes,Barnes Julian,Dominika Lewandowska-Rodak,https://static.prsa.pl/images/8e8df0cc-7475-4818-a940-fc9002e33185.jpg?format=500,2017-10-29,"Barnes zbyt angielski, by pisać o Szostakowiczu?","https://www.polskieradio.pl/8/2827/Artykul/1900986,barnes-zbyt-angielski-by-pisac-o-szostakowiczu"
Wymazane,Michał Witkowski,Witkowski Michał,(brak danych),https://static.prsa.pl/images/a5a50eba-0010-4383-9140-46c61dc4f437.jpg?format=500,2017-10-17,Wymazane. Witkowski na Dzikim Wschodzie,"https://www.polskieradio.pl/8/2827/Artykul/1885409,wymazane-witkowski-na-dzikim-wschodzie"
Ballada o pewnej panience,Szczepan Twardoch,Twardoch Szczepan,(brak danych),https://static.prsa.pl/images/a5a50eba-0010-4383-9140-46c61dc4f437.jpg?format=500,2017-10-17,Wymazane. Witkowski na Dzikim Wschodzie,"https://www.polskieradio.pl/8/2827/Artykul/1885409,wymazane-witkowski-na-dzikim-wschodzie"
Lata powyżej zera,Anna Cieplak,Cieplak Anna,(brak danych),https://static.prsa.pl/images/7d340203-db61-497c-ae78-a3a65ea44536.jpg?format=500,2017-09-30,Pokolenie 2000+ i dziecięce upiory,"https://www.polskieradio.pl/8/2827/Artykul/1865814,pokolenie-2000-i-dzieciece-upiory"
Duchy Jeremiego,Robert Rient,Rient Robert,(brak danych),https://static.prsa.pl/images/7d340203-db61-497c-ae78-a3a65ea44536.jpg?format=500,2017-09-30,Pokolenie 2000+ i dziecięce upiory,"https://www.polskieradio.pl/8/2827/Artykul/1865814,pokolenie-2000-i-dzieciece-upiory"
Historia moich zębów,Valeria Luiselli,Luiselli Valeria,Tomasz Pindel,https://static.prsa.pl/images/f9d5d9f8-b193-40bd-a789-410b28538714.jpg?format=500,2017-09-18,Opowieści o zębach sław i życiu Czechów w Rumunii,"https://www.polskieradio.pl/8/2827/Artykul/1854461,opowiesci-o-zebach-slaw-i-zyciu-czechow-w-rumunii"
Palince. Prozach z Banatu,Matěj Hořava,Hořava Matěj,(nie znaleziono),https://static.prsa.pl/images/f9d5d9f8-b193-40bd-a789-410b28538714.jpg?format=500,2017-09-18,Opowieści o zębach sław i życiu Czechów w Rumunii,"https://www.polskieradio.pl/8/2827/Artykul/1854461,opowiesci-o-zebach-slaw-i-zyciu-czechow-w-rumunii"
Po trochu,Wronika Gogola,Gogola Wronika,(nie znaleziono),https://static.prsa.pl/images/29518ca4-9588-4ea7-8fd5-445371368cff.jpg?format=500,2017-09-03,Stancje. Wioletta Grzegorzewska utrzymała poziom?,"https://www.polskieradio.pl/8/2827/Artykul/1840898,stancje-wioletta-grzegorzewska-utrzymala-poziom"
Stancje,Wioletta Grzegorzewska,Grzegorzewska Wioletta,(nie znaleziono),https://static.prsa.pl/images/29518ca4-9588-4ea7-8fd5-445371368cff.jpg?format=500,2017-09-03,Stancje. Wioletta Grzegorzewska utrzymała poziom?,"https://www.polskieradio.pl/8/2827/Artykul/1840898,stancje-wioletta-grzegorzewska-utrzymala-poziom"
Utracony dar słonej krwi,Alistair MacLeod,MacLeod Alistair,Michał Alenowicz,https://static.prsa.pl/images/f10e85c6-f544-4630-9b1d-3ad5a82ad9b2.jpg?format=500,2017-08-19,Krótkie i długie prozy nad brzegami dwóch oceanów,"https://www.polskieradio.pl/8/2827/Artykul/1821160,krotkie-i-dlugie-prozy-nad-brzegami-dwoch-oceanow"
Chrząszcze na wyginięciu,Diego Vargas Gaete,Vargas Gaete Diego,Magdalena Antosz,https://static.prsa.pl/images/f10e85c6-f544-4630-9b1d-3ad5a82ad9b2.jpg?format=500,2017-08-19,Krótkie i długie prozy nad brzegami dwóch oceanów,"https://www.polskieradio.pl/8/2827/Artykul/1821160,krotkie-i-dlugie-prozy-nad-brzegami-dwoch-oceanow"
Koniec samotności,Benedict Wells,Wells Benedict,Viktor Grotowicz,https://static.prsa.pl/images/c9cb4cbb-fc12-44cd-bf0f-462a5eb2960b.jpg?format=500,2017-08-06,Rzecz popularna i pokrzepiająca. Koniec samotności Wellsa,"https://www.polskieradio.pl/8/2827/Artykul/1809017,rzecz-popularna-i-pokrzepiajaca-koniec-samotnosci-wellsa"
Całe życie,Robert Seethaler,Seethaler Robert,(nie znaleziono),https://static.prsa.pl/images/c9cb4cbb-fc12-44cd-bf0f-462a5eb2960b.jpg?format=500,2017-08-06,Rzecz popularna i pokrzepiająca. Koniec samotności Wellsa,"https://www.polskieradio.pl/8/2827/Artykul/1809017,rzecz-popularna-i-pokrzepiajaca-koniec-samotnosci-wellsa"
Busola,Mathias Énard,Énard Mathias,Magdalena Kamińska-Maurugeon,https://static.prsa.pl/images/fb4e1f88-d37e-4463-9de4-41219afbab02.jpg,2017-07-11,Czy Busola i Arab Jazz zasłużyły na nagrody?,"https://www.polskieradio.pl/8/2827/Artykul/1791387,arab-jazz-spoleczny-kryminal-z-ulic-paryza"
Arab Jazz,Karim Miské,Miské Karim,Gabriela Hałat,https://static.prsa.pl/images/fb4e1f88-d37e-4463-9de4-41219afbab02.jpg,2017-07-11,Czy Busola i Arab Jazz zasłużyły na nagrody?,"https://www.polskieradio.pl/8/2827/Artykul/1791387,arab-jazz-spoleczny-kryminal-z-ulic-paryza"
Kolej podziemna,Colson Whitehead,Whitehead Colson,Rafał Lisowski,https://static.prsa.pl/images/84f2b845-cb91-4e20-b19b-ff38a05105fc.jpg?format=500,2017-07-01,Kolej podziemna.  Dziwna bajka o niewolniczej Ameryce,"https://www.polskieradio.pl/8/2827/Artykul/1783919,kolej-podziemna-dziwna-bajka-o-niewolniczej-ameryce"
Zmyśl coś,Chuck Palahniuk,Palahniuk Chuck,(nie znaleziono),https://static.prsa.pl/images/84f2b845-cb91-4e20-b19b-ff38a05105fc.jpg?format=500,2017-07-01,Kolej podziemna.  Dziwna bajka o niewolniczej Ameryce,"https://www.polskieradio.pl/8/2827/Artykul/1783919,kolej-podziemna-dziwna-bajka-o-niewolniczej-ameryce"
Jak przejąć kontrolę nad światem nie wychodząc z domu,Dorota Masłowska,Masłowska Dorota,(brak danych),https://static.prsa.pl/images/0ce23ad6-ab8e-4f0b-8144-e5f1ac92204a.jpg?format=500,2017-06-16,Wzgórze psów. Dramaty mazurskiej prowincji,"https://www.polskieradio.pl/8/2827/Artykul/1777825,wzgorze-psow-dramaty-mazurskiej-prowincji"
Wzgórze psów,Jakub Żulczyk,Żulczyk Jakub,(brak danych),https://static.prsa.pl/images/0ce23ad6-ab8e-4f0b-8144-e5f1ac92204a.jpg?format=500,2017-06-16,Wzgórze psów. Dramaty mazurskiej prowincji,"https://www.polskieradio.pl/8/2827/Artykul/1777825,wzgorze-psow-dramaty-mazurskiej-prowincji"
Costello. Przebudzenie,Liliana Hermetz,Hermetz Liliana,(brak danych),https://static.prsa.pl/images/21991c49-75bc-4e7b-9170-06551bd70e0b.jpg?format=500,2017-06-04,Książki po matce. Elegia Marcina Wichy,"https://www.polskieradio.pl/8/2827/Artykul/1773146,ksiazki-po-matce-elegia-marcina-wichy"
"Rzeczy, których nie wyrzuciłem",Marcin Wicha,Wicha Marcin,(brak danych),https://static.prsa.pl/images/21991c49-75bc-4e7b-9170-06551bd70e0b.jpg?format=500,2017-06-04,Książki po matce. Elegia Marcina Wichy,"https://www.polskieradio.pl/8/2827/Artykul/1773146,ksiazki-po-matce-elegia-marcina-wichy"
Foucault w Warszawie,Remigiusz Ryziński,Ryziński Remigiusz,(brak danych),https://static.prsa.pl/images/c21a1d1b-0fd4-4f2f-a21b-3d70593b40f1.jpg?format=500,2017-05-20,"Francuski filozof w Polsce, polscy Żydzi w Kostaryce","https://www.polskieradio.pl/8/2827/Artykul/1766599,francuski-filozof-w-polsce-polscy-zydzi-w-kostaryce"
Polacos. Chajka płynie do Kostaryki,Anna Pamuła,Pamuła Anna,(brak danych),https://static.prsa.pl/images/c21a1d1b-0fd4-4f2f-a21b-3d70593b40f1.jpg?format=500,2017-05-20,"Francuski filozof w Polsce, polscy Żydzi w Kostaryce","https://www.polskieradio.pl/8/2827/Artykul/1766599,francuski-filozof-w-polsce-polscy-zydzi-w-kostaryce"
Pan wszystkich krów,Andrzej Dybczak,Dybczak Andrzej,(brak danych),https://static.prsa.pl/images/b5949181-2d5a-467e-a7b4-732ec09c9dd1.jpg?format=500,2017-05-06,Bestia najgorsza. Obraz namalowany do połowy,"https://www.polskieradio.pl/8/2827/Artykul/1761538,bestia-najgorsza-obraz-namalowany-do-polowy"
Bestia najgorsza,Michał Cetnarowski,Cetnarowski Michał,(brak danych),https://static.prsa.pl/images/b5949181-2d5a-467e-a7b4-732ec09c9dd1.jpg?format=500,2017-05-06,Bestia najgorsza. Obraz namalowany do połowy,"https://www.polskieradio.pl/8/2827/Artykul/1761538,bestia-najgorsza-obraz-namalowany-do-polowy"
Dół,Andriej Płatonow,Płatonow Andriej,(nie znaleziono),https://static.prsa.pl/images/41d9b884-c55a-4d5f-a870-e01fc881fa00.jpg,2017-04-22,Absurdy i koszmary ZSRR w nowych książkach,"https://www.polskieradio.pl/8/2827/Artykul/1755485,absurdy-i-koszmary-zsrr-w-nowych-ksiazkach"
Ćma,Katja Kettu,Kettu Katja,(nie znaleziono),https://static.prsa.pl/images/41d9b884-c55a-4d5f-a870-e01fc881fa00.jpg,2017-04-22,Absurdy i koszmary ZSRR w nowych książkach,"https://www.polskieradio.pl/8/2827/Artykul/1755485,absurdy-i-koszmary-zsrr-w-nowych-ksiazkach"
Niepamięć. Opowiadani,David Foster Wallace,Foster Wallace David,(nie znaleziono),https://static.prsa.pl/images/ede4085d-34db-4299-8029-949f03fc3598.jpg?format=500,2017-04-02,Irak jak Wietnam. Antywojenna opowieść Ameryki,"https://www.polskieradio.pl/8/2827/Artykul/1747545,irak-jak-wietnam-antywojenna-opowiesc-ameryki"
Długi marsz w połowie meczu,Ben Fountain,Fountain Ben,Tomasz S. Gałązka,https://static.prsa.pl/images/ede4085d-34db-4299-8029-949f03fc3598.jpg?format=500,2017-04-02,Irak jak Wietnam. Antywojenna opowieść Ameryki,"https://www.polskieradio.pl/8/2827/Artykul/1747545,irak-jak-wietnam-antywojenna-opowiesc-ameryki"
Nie przysyłajcie kwiatów,Martin Solares,Solares Martin,Tomasz Pindel,https://static.prsa.pl/images/a395d096-1918-48cf-87d0-4d2ad5d2bec4.jpg?format=500,2017-03-16,Czarna trasa. Typowy kryminał z Doliny Aosty,"https://www.polskieradio.pl/8/2827/Artykul/1740423,czarna-trasa-typowy-kryminal-z-doliny-aosty"
Czarna trasa,Antonio Manzini,Manzini Antonio,Paweł Bravo,https://static.prsa.pl/images/a395d096-1918-48cf-87d0-4d2ad5d2bec4.jpg?format=500,2017-03-16,Czarna trasa. Typowy kryminał z Doliny Aosty,"https://www.polskieradio.pl/8/2827/Artykul/1740423,czarna-trasa-typowy-kryminal-z-doliny-aosty"
Zaginiony,Egon Hostovský,Hostovský Egon,(nie znaleziono),https://static.prsa.pl/images/78ecaf19-ac20-4032-b170-f366885bae8b.jpg?format=500,2017-03-04,Zimowe królestwo 70 lat po premierze,"https://www.polskieradio.pl/8/2827/Artykul/1734708,zimowe-krolestwo-70-lat-po-premierze"
Zimowe królestwo,Philip Larkin,Larkin Philip,Jacek Dehnel,https://static.prsa.pl/images/78ecaf19-ac20-4032-b170-f366885bae8b.jpg?format=500,2017-03-04,Zimowe królestwo 70 lat po premierze,"https://www.polskieradio.pl/8/2827/Artykul/1734708,zimowe-krolestwo-70-lat-po-premierze"
Wakacje nad Adriatykiem,Zofia Posmysz,Posmysz Zofia,(brak danych),https://static.prsa.pl/images/5f119219-92c7-450e-bab3-b45d4f893319.jpg?format=500,2017-02-18,Zofia Posmysz w prozie i wywiadzie,"https://www.polskieradio.pl/8/2827/Artykul/1728194,zofia-posmysz-w-prozie-i-wywiadzie"
Królestwo za mgłą,Michał Wójcik,Wójcik Michał,(brak danych),https://static.prsa.pl/images/5f119219-92c7-450e-bab3-b45d4f893319.jpg?format=500,2017-02-18,Zofia Posmysz w prozie i wywiadzie,"https://www.polskieradio.pl/8/2827/Artykul/1728194,zofia-posmysz-w-prozie-i-wywiadzie"
Nostalgia,Mircea Cărtărescu,Cărtărescu Mircea,"Ireneusz Kania, Joanna Kornaś-Warwas",https://static.prsa.pl/images/10699b7d-e667-4675-8027-fbb1198affa2.jpg?format=500,2017-02-05,"Nostalgia Cărtărescu. Wór ze wszystkim, co było na warsztacie","https://www.polskieradio.pl/8/2827/Artykul/1724179,nostalgia-cărtărescu-wor-ze-wszystkim-co-bylo-na-warsztacie"
Za jeden wiersz. Cztery lata w chińskim więzieniu,Liao Yiwu,Yiwu Liao,"Tomasz Bieroń, Agnieszka Pokojska",https://static.prsa.pl/images/10699b7d-e667-4675-8027-fbb1198affa2.jpg?format=500,2017-02-05,"Nostalgia Cărtărescu. Wór ze wszystkim, co było na warsztacie","https://www.polskieradio.pl/8/2827/Artykul/1724179,nostalgia-cărtărescu-wor-ze-wszystkim-co-bylo-na-warsztacie"
Śledztwo,Juana José Saera,José Saera Juana,(nie znaleziono),https://static.prsa.pl/images/38092cf1-312e-4f8b-a02e-9f5af303b2e6.jpg?format=500,2017-01-21,Śledztwo w sprawie Śledztwa. Co łączy Saera z Lemem?,"https://www.polskieradio.pl/8/2827/Artykul/1718813,sledztwo-w-sprawie-sledztwa-co-laczy-saera-z-lemem"
To co utraciłyśmy w ogniu,Mariana Enríquez,Enríquez Mariana,(nie znaleziono),https://static.prsa.pl/images/38092cf1-312e-4f8b-a02e-9f5af303b2e6.jpg?format=500,2017-01-21,Śledztwo w sprawie Śledztwa. Co łączy Saera z Lemem?,"https://www.polskieradio.pl/8/2827/Artykul/1718813,sledztwo-w-sprawie-sledztwa-co-laczy-saera-z-lemem"
Centuria. Sto krótkich powieści rzek,Giorgio Manganelli,Manganelli Giorgio,Halina Kralowa,https://static.prsa.pl/images/5f08cc45-643f-4874-ba31-d667ac55d2d9.jpg,2017-01-07,Awangardziści włoskiej literatury pod ostrzałem,"https://www.polskieradio.pl/8/2827/Artykul/1712702,awangardzisci-wloskiej-literatury-pod-ostrzalem"
Morze karaluchów,Tommaso Landolfi,Landolfi Tommaso,"Anna Wasilewska, Halina Kralowa",https://static.prsa.pl/images/5f08cc45-643f-4874-ba31-d667ac55d2d9.jpg,2017-01-07,Awangardziści włoskiej literatury pod ostrzałem,"https://www.polskieradio.pl/8/2827/Artykul/1712702,awangardzisci-wloskiej-literatury-pod-ostrzalem"
"Literatura 2016. Zachwyty i książki ""nudne jak kefir""",(brak danych),danych) (brak,(nie znaleziono),https://static.prsa.pl/images/418854b2-db4b-4889-84e6-238d5008898a.jpg?format=500,2017-01-01,Literatura 2016. Zachwyty i książki nudne jak kefir,"https://www.polskieradio.pl/8/2827/Artykul/1710452,literatura-2016-zachwyty-i-ksiazki-nudne-jak-kefir"
Podróż po Ameryce,Oriana Fallaci,Fallaci Oriana,Joanna Ugniewska,https://static.prsa.pl/images/632c4312-c5e6-4b33-a1eb-f5fe7ab0a4be.jpg?format=500,2016-12-08,Oriana Fallaci podróżuje po Ameryce,"https://www.polskieradio.pl/8/2827/Artykul/1701823,oriana-fallaci-podrozuje-po-ameryce"
Fałszerze Pieprzu,Monika Sznajderman,Sznajderman Monika,(brak danych),https://static.prsa.pl/images/632c4312-c5e6-4b33-a1eb-f5fe7ab0a4be.jpg?format=500,2016-12-08,Oriana Fallaci podróżuje po Ameryce,"https://www.polskieradio.pl/8/2827/Artykul/1701823,oriana-fallaci-podrozuje-po-ameryce"
Przypowieści o skrybie i innych opowiadaniach,Agnon Szmueal Josef,Szmueal Josef Agnon,(nie znaleziono),https://static.prsa.pl/images/ddf9102c-3b99-42b7-91ab-84dfd98e958d.jpg?format=500,2016-11-28,Rodowód starszej siostry braci Singerów,"https://www.polskieradio.pl/8/2827/Artykul/1695414,rodowod-starszej-siostry-braci-singerow"
Rodowód,Esther Singer Kreitman,Singer Kreitman Esther,(nie znaleziono),https://static.prsa.pl/images/ddf9102c-3b99-42b7-91ab-84dfd98e958d.jpg?format=500,2016-11-28,Rodowód starszej siostry braci Singerów,"https://www.polskieradio.pl/8/2827/Artykul/1695414,rodowod-starszej-siostry-braci-singerow"
Ślady,Jakub Małecki,Małecki Jakub,(nie znaleziono),https://static.prsa.pl/images/ad485d37-3718-477f-b9d0-4dd16d072043.jpg?format=500,2016-11-12,Strącanie żołnierzyków w opowiadaniach Małeckiego,"https://www.polskieradio.pl/8/2827/Artykul/1691386,stracanie-zolnierzykow-w-opowiadaniach-maleckiego"
Król,Szczepan Twardoch,Twardoch Szczepan,(nie znaleziono),https://static.prsa.pl/images/ad485d37-3718-477f-b9d0-4dd16d072043.jpg?format=500,2016-11-12,Strącanie żołnierzyków w opowiadaniach Małeckiego,"https://www.polskieradio.pl/8/2827/Artykul/1691386,stracanie-zolnierzykow-w-opowiadaniach-maleckiego"
O pisaniu,Charles Bukowski,Bukowski Charles,(nie znaleziono),https://static.prsa.pl/images/89edcc59-b90f-4a5c-8175-361de9f8b871.jpg?format=500,2016-10-29,Podwójna porcja Charlesa Bukowskiego,"https://www.polskieradio.pl/8/2827/Artykul/1686057,podwojna-porcja-charlesa-bukowskiego"
Śmieję się z bogami,Charles Bukowski,Bukowski Charles,Krzysztof Filip Rudolf,https://static.prsa.pl/images/89edcc59-b90f-4a5c-8175-361de9f8b871.jpg?format=500,2016-10-29,Podwójna porcja Charlesa Bukowskiego,"https://www.polskieradio.pl/8/2827/Artykul/1686057,podwojna-porcja-charlesa-bukowskiego"
Jesień,Karl Ove Knausgård,Ove Knausgård Karl,Milena Skoczko - Nakielska,https://static.prsa.pl/images/a2c46998-a2b3-4590-8da0-f8c1970d969f.jpg?format=500,2016-10-08,Opowiadania Rose Tremain trzeba popijać,"https://www.polskieradio.pl/8/2827/Artykul/1677590,opowiadania-rose-tremain-trzeba-popijac"
Lato zimą,Rose Tremain,Tremain Rose,Anna Przedpełska-Trzeciakowska,https://static.prsa.pl/images/a2c46998-a2b3-4590-8da0-f8c1970d969f.jpg?format=500,2016-10-08,Opowiadania Rose Tremain trzeba popijać,"https://www.polskieradio.pl/8/2827/Artykul/1677590,opowiadania-rose-tremain-trzeba-popijac"
Bura i szał,Aleksandra Zielińska,Zielińska Aleksandra,(brak danych),https://static.prsa.pl/images/6239ef47-e924-4c31-81aa-5dfb21b1941f.jpg?format=500,2016-09-25,Zielińska i Engelking. Falstart po debiucie?,"https://www.polskieradio.pl/8/2827/Artykul/1672506,zielinska-i-engelking-falstart-po-debiucie"
