Tytuł,Autor,Autor (po nazwisku),Tłumacz,Okładka,Data emisji,Opis audycji,Link
Lekcje anatomii doktora D.,Wojciech Engelking,Engelking Wojciech,(brak danych),https://static.prsa.pl/images/6239ef47-e924-4c31-81aa-5dfb21b1941f.jpg?format=500,2016-09-25,Zielińska i Engelking. Falstart po debiucie?,"https://www.polskieradio.pl/8/2827/Artykul/1672506,zielinska-i-engelking-falstart-po-debiucie"
Moja ojczyzna była pestką z jabłka,Herta Müller,Müller Herta,(nie znaleziono),https://static.prsa.pl/images/0641ccb4-288c-457f-8e04-aa965aacdcb6.jpg?format=500,2016-09-11,Ceaușescu ucieka autostopem. Biografia tyrana,"https://www.polskieradio.pl/8/2827/Artykul/1666866,ceaușescu-ucieka-autostopem-biografia-tyrana"
Ceaușescu. Piekło na ziemi,Thomas Kunze,Kunze Thomas,Joanna Czudec,https://static.prsa.pl/images/0641ccb4-288c-457f-8e04-aa965aacdcb6.jpg?format=500,2016-09-11,Ceaușescu ucieka autostopem. Biografia tyrana,"https://www.polskieradio.pl/8/2827/Artykul/1666866,ceaușescu-ucieka-autostopem-biografia-tyrana"
Oby cię matka urodziła,Vedrana Ruda,Ruda Vedrana,Marta Dobrowolska-Kierył,https://static.prsa.pl/images/18cce2c2-b2c6-4092-aa4d-078d6059ce7d.jpg?format=500,2016-08-21,Wykrzyczana skarga córki. Książki o złych relacjach,"https://www.polskieradio.pl/8/2827/Artykul/1657857,wykrzyczana-skarga-corki-ksiazki-o-zlych-relacjach"
Mam na imię Lucy,Elizabeth Strout,Strout Elizabeth,Bohdan Maliborski,https://static.prsa.pl/images/18cce2c2-b2c6-4092-aa4d-078d6059ce7d.jpg?format=500,2016-08-21,Wykrzyczana skarga córki. Książki o złych relacjach,"https://www.polskieradio.pl/8/2827/Artykul/1657857,wykrzyczana-skarga-corki-ksiazki-o-zlych-relacjach"
Krivoklat,Jacek Dehnel,Dehnel Jacek,(brak danych),https://static.prsa.pl/images/fc407558-9f88-4778-a497-6c0562e1b279.jpg?format=500,2016-08-08,Las nie uprzedza. Spór o pisanie o podróżach,"https://www.polskieradio.pl/8/2827/Artykul/1652528,las-nie-uprzedza-spor-o-pisanie-o-podrozach"
Las nie uprzedza,Krzysztof Środa,Środa Krzysztof,(brak danych),https://static.prsa.pl/images/fc407558-9f88-4778-a497-6c0562e1b279.jpg?format=500,2016-08-08,Las nie uprzedza. Spór o pisanie o podróżach,"https://www.polskieradio.pl/8/2827/Artykul/1652528,las-nie-uprzedza-spor-o-pisanie-o-podrozach"
Kobiety w kapieli,Tie Ning,Ning Tie,(nie znaleziono),https://static.prsa.pl/images/b334e0dd-e4fc-4011-a0de-b9e72e42e85a.jpg?format=500,2016-07-24,Uczucia są niebezpieczne. Opowiadania o nieszczęśliwych Chinach,"https://www.polskieradio.pl/8/2827/Artykul/1647065,uczucia-sa-niebezpieczne-opowiadania-o-nieszczesliwych-chinach"
"Złoty chłopiec, szmaragdowa dziewczyna",Yiyun Li,Li Yiyun,(nie znaleziono),https://static.prsa.pl/images/b334e0dd-e4fc-4011-a0de-b9e72e42e85a.jpg?format=500,2016-07-24,Uczucia są niebezpieczne. Opowiadania o nieszczęśliwych Chinach,"https://www.polskieradio.pl/8/2827/Artykul/1647065,uczucia-sa-niebezpieczne-opowiadania-o-nieszczesliwych-chinach"
Moja walka,Karl Ove Knausgård,Ove Knausgård Karl,(brak danych),https://static.prsa.pl/images/efee1bc9-a799-4b02-91f2-6fb01bef7287.jpg?format=500,2016-07-09,Nagromadzenie przykrości. Knausgård po raz czwarty,"https://www.polskieradio.pl/8/2827/Artykul/1641343,nagromadzenie-przykrosci-knausgård-po-raz-czwarty"
Bliskie kraje,Julia Fiedorczuk,Fiedorczuk Julia,(brak danych),https://static.prsa.pl/images/6d520b22-5c0d-4095-9ac7-8786037b268d.jpg,2016-06-26,Jak poetki piszą prozę? Dwójkowe recenzje,"https://www.polskieradio.pl/8/2827/Artykul/1636240,jak-poetki-pisza-proze-dwojkowe-recenzje"
Sztuczki,Joanna Lech,Lech Joanna,(nie znaleziono),https://static.prsa.pl/images/6d520b22-5c0d-4095-9ac7-8786037b268d.jpg,2016-06-26,Jak poetki piszą prozę? Dwójkowe recenzje,"https://www.polskieradio.pl/8/2827/Artykul/1636240,jak-poetki-pisza-proze-dwojkowe-recenzje"
Polak sprzeda zmysły,Konrad Oprzędek,Oprzędek Konrad,(brak danych),https://static.prsa.pl/images/d7fea7fa-f143-49ed-a89f-6b67a88769b2.jpg?format=500,2016-06-14,W labiryncie Ursynowa. Bloki w słońcu Lidii Pańków,"https://www.polskieradio.pl/8/2827/Artykul/1629959,w-labiryncie-ursynowa-bloki-w-sloncu-lidii-pankow"
Bloki w słońcu. Mała historia Ursynowa Północnego.,Lidia Pańków,Pańków Lidia,(nie znaleziono),https://static.prsa.pl/images/d7fea7fa-f143-49ed-a89f-6b67a88769b2.jpg?format=500,2016-06-14,W labiryncie Ursynowa. Bloki w słońcu Lidii Pańków,"https://www.polskieradio.pl/8/2827/Artykul/1629959,w-labiryncie-ursynowa-bloki-w-sloncu-lidii-pankow"
Zbrodnia hrabiego Neville'a,Amelie Nothomb,Nothomb Amelie,(nie znaleziono),https://static.prsa.pl/images/1e0afccf-55f1-406a-a383-dd70e626628e.jpg?format=500,2016-05-28,Vernon Subutex. Portret straconego pokolenia,"https://www.polskieradio.pl/8/2827/Artykul/1624828,vernon-subutex-portret-straconego-pokolenia"
Vernon Subutex,Virginie Despentes,Despentes Virginie,Jacek Giszczak,https://static.prsa.pl/images/c08f51e9-3334-40f3-aec7-591f1bd5733e.jpg?format=500,2016-05-27,Muzyka i rozczarowanie życiem - tylko w Paryżu!,"https://www.polskieradio.pl/8/2827/Artykul/1624451,muzyka-i-rozczarowanie-zyciem-tylko-w-paryzu"
"Opowiadania, które napisałem",Jarek Westermark,Westermark Jarek,(brak danych),https://static.prsa.pl/images/97eac0b4-e2f5-484a-af51-88f412a66fbb.jpg?format=500,2016-05-15,Proza Westermarka i inne debiuty. Nasze recenzje,"https://www.polskieradio.pl/8/2827/Artykul/1619168,proza-westermarka-i-inne-debiuty-nasze-recenzje"
Mama umiera w sobotę,Rafał Niemczyk,Niemczyk Rafał,(brak danych),https://static.prsa.pl/images/97eac0b4-e2f5-484a-af51-88f412a66fbb.jpg?format=500,2016-05-15,Proza Westermarka i inne debiuty. Nasze recenzje,"https://www.polskieradio.pl/8/2827/Artykul/1619168,proza-westermarka-i-inne-debiuty-nasze-recenzje"
"Kiedy zdarza się przemoc, lubię patrzeć",Kuba Wojtaszczyk,Wojtaszczyk Kuba,(brak danych),https://static.prsa.pl/images/97eac0b4-e2f5-484a-af51-88f412a66fbb.jpg?format=500,2016-05-15,Proza Westermarka i inne debiuty. Nasze recenzje,"https://www.polskieradio.pl/8/2827/Artykul/1619168,proza-westermarka-i-inne-debiuty-nasze-recenzje"
Brzydki człowiek i inne opowiadania,Włodzimierz Kowalewski,Kowalewski Włodzimierz,(brak danych),https://static.prsa.pl/images/6c67a25e-afa1-4ff1-b802-a9d6ace4c878.jpg?format=500,2016-04-24,Ładne zdania bez pomysłu. Po co napisano te książki?,"https://www.polskieradio.pl/8/2827/Artykul/1611724,ladne-zdania-bez-pomyslu-po-co-napisano-te-ksiazki"
Spadający nóż,Zbigniewa Mentzla,Mentzla Zbigniewa,(nie znaleziono),https://static.prsa.pl/images/6c67a25e-afa1-4ff1-b802-a9d6ace4c878.jpg?format=500,2016-04-24,Ładne zdania bez pomysłu. Po co napisano te książki?,"https://www.polskieradio.pl/8/2827/Artykul/1611724,ladne-zdania-bez-pomyslu-po-co-napisano-te-ksiazki"
Ostatnia gospoda,Imre Kertész,Kertész Imre,Kinga Piotrowiak-Junkiert,https://static.prsa.pl/images/c880b71c-bac8-4710-a5f7-66dc6effd1a1.jpg?format=500,2016-04-09,Ostatnia gospoda. Pożegnalne myśli Kertésza,"https://www.polskieradio.pl/8/2827/Artykul/1605213,ostatnia-gospoda-pozegnalne-mysli-kertésza"
Klaśnięcie jednej dłoni,Richard Flanagan,Flanagan Richard,Robert Sudół,https://static.prsa.pl/images/164502fe-3a45-4354-aefe-5e577a4ce39d.jpg?format=500,2016-03-14,Australijskie historie (nie tylko) prawdziwe,"https://www.polskieradio.pl/8/2827/Artykul/1593155,australijskie-historie-nie-tylko-prawdziwe"
Prawdziwa historia Neda Kelly'ego,Peter Carey,Carey Peter,Magdalena Moltzan-Małkowska,https://static.prsa.pl/images/164502fe-3a45-4354-aefe-5e577a4ce39d.jpg?format=500,2016-03-14,Australijskie historie (nie tylko) prawdziwe,"https://www.polskieradio.pl/8/2827/Artykul/1593155,australijskie-historie-nie-tylko-prawdziwe"
Żeby nie było śladów,Cezary Łazarewicz,Łazarewicz Cezary,(brak danych),https://static.prsa.pl/images/3e938710-d132-479c-98f1-3ba1112aad2e.jpg?format=500,2016-02-28,Sprawa Przemyka po raz pierwszy opowiedziana,"https://www.polskieradio.pl/8/2827/Artykul/1588098,sprawa-przemyka-po-raz-pierwszy-opowiedziana"
Zabić. Mordy polityczne PRL,Patryk Pleskot,Pleskot Patryk,(brak danych),https://static.prsa.pl/images/3e938710-d132-479c-98f1-3ba1112aad2e.jpg?format=500,2016-02-28,Sprawa Przemyka po raz pierwszy opowiedziana,"https://www.polskieradio.pl/8/2827/Artykul/1588098,sprawa-przemyka-po-raz-pierwszy-opowiedziana"
Ptak dobrego Boga,James McBride,McBride James,Maciej Świerkocki,https://static.prsa.pl/images/de8d5853-13e6-4506-80a7-ae8837b5b127.jpg,2016-02-14,"Ptak dobrego Boga, czyli Kansas walczy o wolność","https://www.polskieradio.pl/8/2827/Artykul/1582483,ptak-dobrego-boga-czyli-kansas-walczy-o-wolnosc"
Muzeum osobliwości,Alice Hoffman,Hoffman Alice,Małgorzata Maruszkin,https://static.prsa.pl/images/de8d5853-13e6-4506-80a7-ae8837b5b127.jpg,2016-02-14,"Ptak dobrego Boga, czyli Kansas walczy o wolność","https://www.polskieradio.pl/8/2827/Artykul/1582483,ptak-dobrego-boga-czyli-kansas-walczy-o-wolnosc"
Tak. Wyjadacze,Thomas Bernhard,Bernhard Thomas,(nie znaleziono),https://static.prsa.pl/images/5a6b4361-7df6-4076-9134-01f0a483c09c.jpg?format=500,2016-01-31,"Trudny, antyaustriacki, ponury. Gry Thomasa Bernharda","https://www.polskieradio.pl/8/2827/Artykul/1577067,trudny-antyaustriacki-ponury-gry-thomasa-bernharda"
Historia ucieczki,Elena Ferrante,Ferrante Elena,Lucyna Rodziewicz-Doktór,https://static.prsa.pl/images/237e9176-065c-4f07-8377-e66840a40c98.jpg?format=500,2016-01-16,Przeterminowana twórczość Virginii Woolf?,"https://www.polskieradio.pl/8/2827/Artykul/1570826,przeterminowana-tworczosc-virginii-woolf"
Eseje wybrane,Virginia Woolf,Woolf Virginia,(nie znaleziono),https://static.prsa.pl/images/237e9176-065c-4f07-8377-e66840a40c98.jpg?format=500,2016-01-16,Przeterminowana twórczość Virginii Woolf?,"https://www.polskieradio.pl/8/2827/Artykul/1570826,przeterminowana-tworczosc-virginii-woolf"
Najlepsze i najgorsze książki 2015 r. Ranking Dwójki,(brak danych),danych) (brak,(nie znaleziono),https://static.prsa.pl/images/9895be2f-79e4-42f5-942f-772e5e9bab27.jpg?format=500,2016-01-02,Najlepsze i najgorsze książki 2015 r. Ranking Dwójki,"https://www.polskieradio.pl/8/2827/Artykul/1565115,najlepsze-i-najgorsze-ksiazki-2015-r-ranking-dwojki"
Dwa razy życie,Aleksandar Hemon,Hemon Aleksandar,Tomasz Bieroń,https://static.prsa.pl/images/ca621264-73ed-469e-aa4d-5d07f4dd2c3e.jpg?format=500,2015-12-19,Czwartkowe wdowy. Argentyna niczym Polska,"https://www.polskieradio.pl/8/2827/Artykul/1559724,czwartkowe-wdowy-argentyna-niczym-polska"
Czwartkowe wdowy,Claudia Piñeiro,Piñeiro Claudia,Tomasz Pindel,https://static.prsa.pl/images/ca621264-73ed-469e-aa4d-5d07f4dd2c3e.jpg?format=500,2015-12-19,Czwartkowe wdowy. Argentyna niczym Polska,"https://www.polskieradio.pl/8/2827/Artykul/1559724,czwartkowe-wdowy-argentyna-niczym-polska"
Podkrzywdzie,Piotr Muszyński,Muszyński Piotr,(nie znaleziono),https://static.prsa.pl/images/4560d859-a1f2-4bdf-8867-1e7ea59e79e8.jpg,2015-12-06,Łobuz spod Sandomierza. Skoruń Macieja Płazy,"https://www.polskieradio.pl/8/2827/Artykul/1554085,lobuz-spod-sandomierza-skorun-macieja-plazy"
Skoruń,Maciej Płaza,Płaza Maciej,(nie znaleziono),https://static.prsa.pl/images/4560d859-a1f2-4bdf-8867-1e7ea59e79e8.jpg,2015-12-06,Łobuz spod Sandomierza. Skoruń Macieja Płazy,"https://www.polskieradio.pl/8/2827/Artykul/1554085,lobuz-spod-sandomierza-skorun-macieja-plazy"
Którędy szedł anioł,Jan Balabán,Balabán Jan,Olga Czernikow,https://static.prsa.pl/images/92358f9d-3d3c-4b35-aee1-3e0230def4fa.jpg?format=500,2015-11-22,Intelektualny testament Henninga Mankella,"https://www.polskieradio.pl/8/2827/Artykul/1547692,intelektualny-testament-henninga-mankella"
Grząskie piaski,Henning Mankell,Mankell Henning,Ewa Wojciechowska,https://static.prsa.pl/images/92358f9d-3d3c-4b35-aee1-3e0230def4fa.jpg?format=500,2015-11-22,Intelektualny testament Henninga Mankella,"https://www.polskieradio.pl/8/2827/Artykul/1547692,intelektualny-testament-henninga-mankella"
Dziennik roku chrystusowego,Jacek Dehnel,Dehnel Jacek,(brak danych),https://static.prsa.pl/images/8cead8c3-e949-4f63-a0d4-68c495c72e17.jpg?format=500,2015-11-05,Dzienniki Twardocha i Dehnela,"https://www.polskieradio.pl/8/2827/Artykul/1540868,dzienniki-twardocha-i-dehnela"
Wieloryby i ćmy. Dzienniki 2007-2015,Szczepan Twardoch,Twardoch Szczepan,(brak danych),https://static.prsa.pl/images/8cead8c3-e949-4f63-a0d4-68c495c72e17.jpg?format=500,2015-11-05,Dzienniki Twardocha i Dehnela,"https://www.polskieradio.pl/8/2827/Artykul/1540868,dzienniki-twardocha-i-dehnela"
VIP room,Jens Lapidus,Lapidus Jens,(nie znaleziono),https://static.prsa.pl/images/53a7ff47-1f64-42f7-b89f-be0a7cffef7a.jpg?format=500,2015-10-26,Jens Lapidus. Następca Stiega Larssona?,"https://www.polskieradio.pl/8/2827/Artykul/1535164,jens-lapidus-nastepca-stiega-larssona"
Dziewczyna z pociągu,Paul Hawkins,Hawkins Paul,(nie znaleziono),https://static.prsa.pl/images/53a7ff47-1f64-42f7-b89f-be0a7cffef7a.jpg?format=500,2015-10-26,Jens Lapidus. Następca Stiega Larssona?,"https://www.polskieradio.pl/8/2827/Artykul/1535164,jens-lapidus-nastepca-stiega-larssona"
Młode skóry,Colin Barrett,Barrett Colin,Agnieszka Pokojska,https://static.prsa.pl/images/13e0ab23-9983-4720-b1a0-ebe9be8f4015.jpg?format=500,2015-10-10,"Młode skóry. Debiut, jaki w Polsce nie mógłby mieć miejsca","https://www.polskieradio.pl/8/2827/Artykul/1527933,mlode-skory-debiut-jaki-w-polsce-nie-moglby-miec-miejsca"
Zamach na Margaret Thatcher,Hilary Mantel,Mantel Hilary,Paweł Cichawa,https://static.prsa.pl/images/13e0ab23-9983-4720-b1a0-ebe9be8f4015.jpg?format=500,2015-10-10,"Młode skóry. Debiut, jaki w Polsce nie mógłby mieć miejsca","https://www.polskieradio.pl/8/2827/Artykul/1527933,mlode-skory-debiut-jaki-w-polsce-nie-moglby-miec-miejsca"
Uległość,Michel Houellebecq,Houellebecq Michel,(nie znaleziono),https://static.prsa.pl/images/d8d797e3-af72-4119-ace1-daf9cb0615c9.jpg?format=500,2015-09-27,Uległość według Michela Houellebecqa,"https://www.polskieradio.pl/8/2827/Artykul/1513214,uleglosc-wedlug-michela-houellebecqa"
Ja nie jestem Miriam,Majgull Axelsson,Axelsson Majgull,Halina Thylwe,https://static.prsa.pl/images/e42aeb0b-9bb7-4443-bf6f-4f01b914cd50.jpg,2015-09-11,Kto otruł Shaoai oraz inne literackie historie,"https://www.polskieradio.pl/8/2827/Artykul/1504046,kto-otrul-shaoai-oraz-inne-literackie-historie"
Łaskawszy niż samotność,Yiyun Li,Li Yiyun,Michał Kłobukowski,https://static.prsa.pl/images/e42aeb0b-9bb7-4443-bf6f-4f01b914cd50.jpg,2015-09-11,Kto otruł Shaoai oraz inne literackie historie,"https://www.polskieradio.pl/8/2827/Artykul/1504046,kto-otrul-shaoai-oraz-inne-literackie-historie"
Kolos,Finn Alnæs,Alnæs Finn,(nie znaleziono),https://static.prsa.pl/images/a781d1ca-b9f6-431f-ba38-728314631a15.jpg?format=500,2015-08-29,Jeden z nas. Książka (nie tylko) o Breiviku,"https://www.polskieradio.pl/8/2827/Artykul/1495389,jeden-z-nas-ksiazka-nie-tylko-o-breiviku"
Jeden z nas,Asne Seierstad,Seierstad Asne,(nie znaleziono),https://static.prsa.pl/images/a781d1ca-b9f6-431f-ba38-728314631a15.jpg?format=500,2015-08-29,Jeden z nas. Książka (nie tylko) o Breiviku,"https://www.polskieradio.pl/8/2827/Artykul/1495389,jeden-z-nas-ksiazka-nie-tylko-o-breiviku"
Lost and Found. Opowiadania,Zadie Smith,Smith Zadie,Michał Kłobukowski,https://static.prsa.pl/images/3fc14ea7-accb-42c1-8d90-4c87a99d45b4.jpg?format=500,2015-08-14,Opowiadania Smith. Banalne i pełne oczywistości?,"https://www.polskieradio.pl/8/2827/Artykul/1489246,opowiadania-smith-banalne-i-pelne-oczywistosci"
Krótkie wywiady z paskudnymi ludźmi,David Foster Wallace,Foster Wallace David,Jolanta Kozak,https://static.prsa.pl/images/3fc14ea7-accb-42c1-8d90-4c87a99d45b4.jpg?format=500,2015-08-14,Opowiadania Smith. Banalne i pełne oczywistości?,"https://www.polskieradio.pl/8/2827/Artykul/1489246,opowiadania-smith-banalne-i-pelne-oczywistosci"
Łowca larw,Amir Tadż as-Sirr,Tadż as-Sirr Amir,Agnieszka Piotrowska,https://static.prsa.pl/images/81964404-4cd2-4d9a-b2dd-d716b998767a.jpg?format=500,2015-08-01,"Człowiek, który miał sobowtóra jeżozwierza","https://www.polskieradio.pl/8/2827/Artykul/1483842,czlowiek-ktory-mial-sobowtora-jezozwierza"
Zwierzenia jeżozwierza,Alain Mabanckou,Mabanckou Alain,Jacek Giszczak,https://static.prsa.pl/images/81964404-4cd2-4d9a-b2dd-d716b998767a.jpg?format=500,2015-08-01,"Człowiek, który miał sobowtóra jeżozwierza","https://www.polskieradio.pl/8/2827/Artykul/1483842,czlowiek-ktory-mial-sobowtora-jezozwierza"
Więcej niż możesz zjeść. Felietony parakulinarne,Dorota Masłowska,Masłowska Dorota,(brak danych),https://static.prsa.pl/images/94a96a41-3332-4d6b-999b-6126e79af63f.jpg?format=500,2015-07-19,Masłowska. Przez żołądek do melancholii,"https://www.polskieradio.pl/8/2827/Artykul/1476791,maslowska-przez-zoladek-do-melancholii"
Kochając,Henry Green,Green Henry,(nie znaleziono),https://static.prsa.pl/images/94a96a41-3332-4d6b-999b-6126e79af63f.jpg?format=500,2015-07-19,Masłowska. Przez żołądek do melancholii,"https://www.polskieradio.pl/8/2827/Artykul/1476791,maslowska-przez-zoladek-do-melancholii"
Święto nieistotności,Milan Kundera,Kundera Milan,Marek Bieńczyk,https://static.prsa.pl/images/5260d34b-c224-4d61-8ad7-493191b28091.jpg?format=500,2015-07-03,"Najnowsza powieść Eco, czyli satyra na media","https://www.polskieradio.pl/8/2827/Artykul/1470836,najnowsza-powiesc-eco-czyli-satyra-na-media"
Temat na pierwszą stronę,Umberto Eco,Eco Umberto,Krzysztof Żaboklicki,https://static.prsa.pl/images/5260d34b-c224-4d61-8ad7-493191b28091.jpg?format=500,2015-07-03,"Najnowsza powieść Eco, czyli satyra na media","https://www.polskieradio.pl/8/2827/Artykul/1470836,najnowsza-powiesc-eco-czyli-satyra-na-media"
Inna dusza,Łukasz Orbitowski,Orbitowski Łukasz,(brak danych),https://static.prsa.pl/images/890219ac-7780-425d-9023-4449b46e01e9.jpg?format=500,2015-06-19,Polscy mieszczanie nienawidzą samych siebie?,"https://www.polskieradio.pl/8/2827/Artykul/1464831,polscy-mieszczanie-nienawidza-samych-siebie"
Dysforia. Przypadki mieszczan polskich,Marcin Kołodziejczyk,Kołodziejczyk Marcin,(brak danych),https://static.prsa.pl/images/890219ac-7780-425d-9023-4449b46e01e9.jpg?format=500,2015-06-19,Polscy mieszczanie nienawidzą samych siebie?,"https://www.polskieradio.pl/8/2827/Artykul/1464831,polscy-mieszczanie-nienawidza-samych-siebie"
Wymiary życia,Julian Barnes,Barnes Julian,Dominika Lewandowska-Rodak,https://static.prsa.pl/images/58799683-6ecc-4d3d-9870-324cbbfd34d8.jpg?format=500,2015-06-05,Juliana Barnesa hołd dla miłości,"https://www.polskieradio.pl/8/2827/Artykul/1455295,juliana-barnesa-hold-dla-milosci"
Lotniska w Monachium,Greg Baxter,Baxter Greg,(nie znaleziono),https://static.prsa.pl/images/58799683-6ecc-4d3d-9870-324cbbfd34d8.jpg?format=500,2015-06-05,Juliana Barnesa hołd dla miłości,"https://www.polskieradio.pl/8/2827/Artykul/1455295,juliana-barnesa-hold-dla-milosci"
Moja Walka,Karl Ove Knausgård,Ove Knausgård Karl,(brak danych),https://static.prsa.pl/images/efee1bc9-a799-4b02-91f2-6fb01bef7287.jpg?format=500,2015-05-22,Ekstremalny Big Brother w książce Knausgårda,"https://www.polskieradio.pl/8/2827/Artykul/1448263,ekstremalny-big-brother-w-ksiazce-knausgårda"
Gdy zniknęły gołębie,Sofia Oksanen,Oksanen Sofia,(nie znaleziono),https://static.prsa.pl/images/f5ce6949-276a-479b-bc65-22885603534f.jpg,2015-05-11,Ofiary stalinowskich czystek pokonują Hitlera,"https://www.polskieradio.pl/8/2827/Artykul/1440029,ofiary-stalinowskich-czystek-pokonuja-hitlera"
Uniewinnienie,Dmitrij Bykow,Bykow Dmitrij,Ewa Rojewska-Olejarczuk,https://static.prsa.pl/images/f5ce6949-276a-479b-bc65-22885603534f.jpg,2015-05-11,Ofiary stalinowskich czystek pokonują Hitlera,"https://www.polskieradio.pl/8/2827/Artykul/1440029,ofiary-stalinowskich-czystek-pokonuja-hitlera"
Czarne minuty,Martin Solares,Solares Martin,Tomasz Pindel,https://static.prsa.pl/images/363d1255-719f-4c69-9b55-f3e1130efa22.jpg,2015-04-24,Nie tylko Wredny typ. Kryminały z obu Ameryk,"https://www.polskieradio.pl/8/2827/Artykul/1428779,nie-tylko-wredny-typ-kryminaly-z-obu-ameryk"
Wredny typ,Robert Littell,Littell Robert,Marek Fedyszak,https://static.prsa.pl/images/363d1255-719f-4c69-9b55-f3e1130efa22.jpg,2015-04-24,Nie tylko Wredny typ. Kryminały z obu Ameryk,"https://www.polskieradio.pl/8/2827/Artykul/1428779,nie-tylko-wredny-typ-kryminaly-z-obu-ameryk"
Kora,Lorrie Moore,Moore Lorrie,(nie znaleziono),https://static.prsa.pl/images/145c33b2-b9b6-4521-b9db-a7b566dd9440.jpg,2015-04-10,Nie tylko Tove Jansson. Tomy opowiadań,"https://www.polskieradio.pl/8/2827/Artykul/1417419,nie-tylko-tove-jansson-tomy-opowiadan"
